13;9;20;1175
13;10;28;451
13;11;35;191
13;12;26;2391
13;13;50;466
13;14;17;951
13;15;28;102
13;16;64;748
13;17;209;1136
13;18;29;133
13;19;33;672
13;20;46;336
1;1;628;2627
1;2;3;55
1;3;3;23
1;4;76;1840
1;5;6;229
1;6;3;549
1;7;4;26
1;8;5;81
1;9;5;96
1;10;1;24
1;11;2;24
1;12;4;349
1;13;0;51
1;14;1;115
1;15;1;21
1;16;1;59
1;17;3;84
1;18;2;17
1;19;1;38
1;20;0;26
2;1;702;3164
2;2;1;71
2;3;6;14
2;4;56;1946
2;5;4;379
2;6;10;547
2;7;1;29
2;8;16;75
2;9;2;112
2;10;0;46
2;11;4;39
2;12;2;198
2;13;2;43
2;14;0;102
2;15;0;8
2;16;6;29
2;17;5;81
2;18;6;20
2;19;2;35
2;20;4;41
3;1;956;3011
3;2;0;67
3;3;4;30
3;4;88;1953
3;5;7;418
3;6;5;465
3;7;0;37
3;8;4;53
3;9;8;82
3;10;0;9
3;11;0;14
3;12;2;180
3;13;0;32
3;14;1;105
3;15;3;13
3;16;2;32
3;17;8;112
3;18;4;21
3;19;2;44
3;20;6;38
4;1;865;3704
4;2;1;13
4;3;0;15
4;4;42;1254
4;5;2;336
4;6;4;226
4;7;0;12
4;8;1;75
4;9;0;47
4;10;1;12
4;11;0;8
4;12;1;125
4;13;1;49
4;14;0;58
4;15;0;8
4;16;6;63
4;17;0;109
4;18;10;14
4;19;3;59
4;20;2;36
5;1;579;3055
5;2;10;50
5;3;22;25
5;4;11;1028
5;5;6;228
5;6;0;276
5;7;0;9
5;8;5;60
5;9;2;5
5;10;0;2
5;11;0;7
5;12;0;10
5;13;0;42
5;14;0;48
5;15;0;10
5;16;0;6
5;17;0;93
5;18;0;25
5;19;4;76
5;20;1;47
6;1;609;4112
6;2;0;51
6;3;0;9
6;4;6;784
6;5;6;103
6;6;0;199
6;7;0;7
6;8;11;63
6;9;0;9
6;10;0;4
6;11;0;3
6;12;0;1
6;13;0;32
6;14;0;40
6;15;4;7
6;16;0;28
6;17;1;69
6;18;1;10
6;19;0;67
6;20;0;29
7;1;771;3956
7;2;2;57
7;3;3;42
7;4;13;1040
7;5;5;239
7;6;0;181
7;7;0;8
7;8;8;72
7;9;0;25
7;10;0;4
7;11;0;10
7;12;0;4
7;13;2;38
7;14;0;33
7;15;0;16
7;16;2;75
7;17;5;89
7;18;2;14
7;19;0;126
7;20;3;83
8;1;798;4381
8;2;9;36
8;3;0;42
8;4;9;988
8;5;4;121
8;6;6;142
8;7;0;5
8;8;1;150
8;9;0;4
8;10;0;0
8;11;0;0
8;12;0;5
8;13;0;5
8;14;0;17
8;15;0;25
8;16;0;32
8;17;0;116
8;18;0;11
8;19;0;85
8;20;0;34
9;1;725;2537
9;2;0;33
9;3;0;23
9;4;2;1235
9;5;0;148
9;6;0;190
9;7;0;6
9;8;0;57
9;9;0;9
9;10;0;5
9;11;0;7
9;12;0;11
9;13;0;30
9;14;0;76
9;15;3;33
9;16;3;27
9;17;11;70
9;18;0;14
9;19;0;51
9;20;0;16
10;1;716;2765
10;2;1;31
10;3;0;29
10;4;18;1359
10;5;1;217
10;6;3;308
10;7;0;32
10;8;5;57
10;9;3;60
10;10;0;19
10;11;0;9
10;12;0;89
10;13;2;68
10;14;0;102
10;15;2;10
10;16;3;55
10;17;5;69
10;18;0;17
10;19;3;59
10;20;6;25
11;1;1323;2617
11;2;3;51
11;3;0;22
11;4;12;2021
11;5;0;405
11;6;17;381
11;7;0;27
11;8;2;184
11;9;0;155
11;10;0;41
11;11;1;22
11;12;0;200
11;13;0;41
11;14;0;102
11;15;0;23
11;16;4;53
11;17;0;125
11;18;0;10
11;19;0;48
11;20;0;25
12;1;1185;2487
12;2;0;88
12;3;3;22
12;4;16;1902
12;5;3;409
12;6;5;472
12;7;0;43
12;8;1;114
12;9;0;132
12;10;1;51
12;11;5;34
12;12;0;202
12;13;0;66
12;14;0;63
12;15;0;8
12;16;3;74
12;17;3;45
12;18;0;26
12;19;5;33
12;20;0;38
13;1;12319;35252
13;2;100;532
13;3;49;282
13;4;2239;15404
13;5;419;2853
13;6;590;3389
13;7;33;212
13;8;118;966
13;9;130;624
13;10;49;171
13;11;47;138
13;12;205;1176
13;13;48;454
13;14;104;759
13;15;21;174
13;16;53;504
13;17;117;981
13;18;39;179
13;19;53;686
13;20;59;397
1;1;1587;1867
1;2;1;62
1;3;3;49
1;4;15;2226
1;5;0;383
1;6;8;414
1;7;0;67
1;8;1;63
1;9;0;233
1;10;0;353
1;11;1;80
1;12;0;401
1;13;0;47
1;14;0;97
1;15;0;46
1;16;1;23
1;17;5;82
1;18;0;18
1;19;1;26
1;20;0;40
2;1;1415;2066
2;2;2;74
2;3;0;32
2;4;49;2058
2;5;2;529
2;6;12;705
2;7;1;25
2;8;8;135
2;9;3;192
2;10;1;131
2;11;6;85
2;12;1;284
2;13;4;54
2;14;14;111
2;15;1;15
2;16;1;55
2;17;14;127
2;18;11;19
2;19;4;64
2;20;0;44
3;1;1496;2234
3;2;1;48
3;3;0;38
3;4;27;2330
3;5;13;582
3;6;21;631
3;7;1;21
3;8;9;112
3;9;1;189
3;10;1;20
3;11;0;46
3;12;9;214
3;13;5;39
3;14;5;92
3;15;2;7
3;16;1;37
3;17;16;132
3;18;9;29
3;19;0;38
3;20;5;39
4;1;1022;2703
4;2;0;29
4;3;0;21
4;4;33;1513
4;5;7;502
4;6;6;480
4;7;0;9
4;8;2;76
4;9;2;57
4;10;0;24
4;11;0;12
4;12;0;122
4;13;2;46
4;14;0;109
4;15;0;18
4;16;6;56
4;17;4;103
4;18;2;7
4;19;4;55
4;20;6;33
5;1;939;2617
5;2;1;51
5;3;0;22
5;4;10;1339
5;5;0;248
5;6;0;325
5;7;0;16
5;8;0;94
5;9;0;0
5;10;0;1
5;11;0;1
5;12;0;0
5;13;0;30
5;14;0;62
5;15;0;39
5;16;0;65
5;17;4;74
5;18;0;9
5;19;0;55
5;20;0;33
6;1;875;2917
6;2;0;31
6;3;0;28
6;4;3;1173
6;5;7;129
6;6;0;238
6;7;0;18
6;8;7;67
6;9;0;6
6;10;0;1
6;11;0;0
6;12;0;6
6;13;0;22
6;14;0;34
6;15;0;28
6;16;0;48
6;17;0;174
6;18;0;6
6;19;0;42
6;20;1;21
7;1;1011;3621
7;2;2;69
7;3;0;23
7;4;13;1244
7;5;14;269
7;6;5;490
7;7;0;34
7;8;8;93
7;9;0;14
7;10;4;7
7;11;2;10
7;12;0;3
7;13;0;26
7;14;0;50
7;15;0;36
7;16;0;34
7;17;0;150
7;18;0;13
7;19;0;75
7;20;16;49
8;1;290;4010
8;2;6;51
8;3;0;43
8;4;0;1292
8;5;20;273
8;6;31;608
8;7;0;29
8;8;60;174
8;9;0;3
8;10;6;8
8;11;6;4
8;12;0;0
8;13;0;22
8;14;0;35
8;15;0;30
8;16;0;48
8;17;0;177
8;18;3;10
8;19;0;102
8;20;6;34
9;1;904;2618
9;2;0;67
9;3;1;37
9;4;4;1433
9;5;3;317
9;6;3;781
9;7;0;53
9;8;4;137
9;9;0;7
9;10;0;2
9;11;0;6
9;12;0;13
9;13;0;30
9;14;0;48
9;15;0;44
9;16;4;57
9;17;0;138
9;18;0;5
9;19;0;75
9;20;0;44
10;1;50;1608
10;2;0;103
10;3;0;48
10;4;28;1496
10;5;16;183
10;6;700;650
10;7;0;23
10;8;16;185
10;9;0;96
10;10;2;36
10;11;0;55
10;12;7;243
10;13;3;55
10;14;3;131
10;15;8;79
10;16;0;99
10;17;0;147
10;18;4;25
10;19;0;74
10;20;28;77
11;1;56;1969
11;2;0;47
11;3;0;35
11;4;24;2227
11;5;6;284
11;6;1044;527
11;7;0;52
11;8;11;136
11;9;0;247
11;10;2;120
11;11;0;99
11;12;7;355
11;13;6;51
11;14;0;105
11;15;4;22
11;16;6;72
11;17;4;77
11;18;3;14
11;19;0;46
11;20;7;43
12;1;234;2004
12;2;0;59
12;3;11;43
12;4;75;1891
12;5;11;379
12;6;32;674
12;7;7;40
12;8;25;89
12;9;14;158
12;10;7;83
12;11;0;61
12;12;4;278
12;13;4;41
12;14;0;95
12;15;7;55
12;16;0;60
12;17;14;204
12;18;11;21
12;19;0;64
12;20;50;61
13;1;9879;30234
13;2;13;691
13;3;15;419
13;4;281;20222
13;5;99;4078
13;6;1862;6523
13;7;9;387
13;8;151;1361
13;9;20;1202
13;10;23;786
13;11;15;459
13;12;28;1919
13;13;24;463
13;14;22;969
13;15;22;419
13;16;19;654
13;17;61;1585
13;18;43;176
13;19;9;716
13;20;119;518
1;1;75;1631
1;2;6;42
1;3;0;46
1;4;41;2359
1;5;21;223
1;6;1215;511
1;7;6;40
1;8;13;80
1;9;6;256
1;10;3;67
1;11;6;75
1;12;9;351
1;13;1;51
1;14;3;147
1;15;2;60
1;16;0;31
1;17;2;172
1;18;1;24
1;19;0;59
1;20;21;29
2;1;167;1843
2;2;4;54
2;3;0;19
2;4;40;2233
2;5;15;279
2;6;1013;629
2;7;8;37
2;8;28;70
2;9;3;162
2;10;3;93
2;11;5;61
2;12;3;302
2;13;0;62
2;14;0;161
2;15;2;42
2;16;7;55
2;17;8;201
2;18;3;19
2;19;2;50
2;20;0;30
3;1;136;2344
3;2;16;44
3;3;10;23
3;4;98;2450
3;5;11;439
3;6;1080;662
3;7;6;49
3;8;18;93
3;9;0;178
3;10;0;70
3;11;2;49
3;12;6;267
3;13;4;50
3;14;1;152
3;15;0;44
3;16;0;57
3;17;0;152
3;18;0;19
3;19;0;46
3;20;12;31
4;1;835;2049
4;2;1;46
4;3;0;18
4;4;30;1692
4;5;40;342
4;6;16;371
4;7;0;55
4;8;9;102
4;9;5;47
4;10;0;25
4;11;0;5
4;12;3;53
4;13;3;46
4;14;0;75
4;15;3;62
4;16;3;44
4;17;0;122
4;18;0;6
4;19;2;41
4;20;4;33
5;1;636;1866
5;2;3;31
5;3;2;19
5;4;26;1128
5;5;0;353
5;6;5;207
5;7;0;25
5;8;7;113
5;9;0;11
5;10;0;5
5;11;0;0
5;12;0;3
5;13;3;35
5;14;0;36
5;15;0;30
5;16;0;59
5;17;1;93
5;18;0;14
5;19;0;44
5;20;13;34
6;1;871;2266
6;2;3;29
6;3;0;18
6;4;28;1342
6;5;4;134
6;6;0;111
6;7;0;43
6;8;9;62
6;9;0;11
6;10;0;14
6;11;0;18
6;12;0;5
6;13;0;46
6;14;0;37
6;15;0;42
6;16;0;65
6;17;3;182
6;18;3;25
6;19;4;46
6;20;0;20
7;1;1030;2722
7;2;0;84
7;3;0;21
7;4;13;1310
7;5;7;204
7;6;5;376
7;7;0;31
7;8;11;77
7;9;0;19
7;10;0;5
7;11;0;11
7;12;0;6
7;13;0;34
7;14;0;24
7;15;3;70
7;16;0;39
7;17;3;185
7;18;0;9
7;19;0;71
7;20;0;59
8;1;1167;3064
8;2;0;48
8;3;0;15
8;4;52;1306
8;5;5;229
8;6;13;379
8;7;1;18
8;8;9;157
8;9;0;6
8;10;0;0
8;11;0;1
8;12;4;2
8;13;0;30
8;14;0;59
8;15;4;41
8;16;0;73
8;17;8;206
8;18;0;7
8;19;0;98
8;20;0;50
9;1;964;2378
9;2;2;50
9;3;2;10
9;4;41;1702
9;5;7;257
9;6;4;459
9;7;0;59
9;8;32;85
9;9;0;18
9;10;0;7
9;11;0;7
9;12;0;7
9;13;0;41
9;14;0;74
9;15;0;79
9;16;1;69
9;17;0;228
9;18;0;7
9;19;0;65
9;20;6;33
10;1;956;1828
10;2;3;26
10;3;0;29
10;4;30;1550
10;5;3;171
10;6;5;451
10;7;5;66
10;8;6;88
10;9;0;93
10;10;0;41
10;11;0;22
10;12;3;139
10;13;0;69
10;14;0;86
10;15;2;77
10;16;2;41
10;17;7;216
10;18;0;8
10;19;14;64
10;20;0;40
11;1;865;1389
11;2;2;41
11;3;2;26
11;4;23;2266
11;5;8;179
11;6;2;420
11;7;2;81
11;8;6;62
11;9;4;330
11;10;5;118
11;11;5;47
11;12;6;343
11;13;8;57
11;14;1;109
11;15;9;47
11;16;0;30
11;17;0;121
11;18;4;14
11;19;2;43
11;20;14;33
12;1;157;1630
12;2;6;52
12;3;0;18
12;4;56;1975
12;5;5;282
12;6;33;500
12;7;2;82
12;8;34;79
12;9;4;289
12;10;995;194
12;11;0;98
12;12;4;310
12;13;1;54
12;14;1;93
12;15;3;44
12;16;1;54
12;17;1;118
12;18;2;10
12;19;5;54
12;20;7;39
13;1;7859;25010
13;2;46;547
13;3;16;262
13;4;478;21313
13;5;126;3092
13;6;3391;5076
13;7;30;586
13;8;182;1068
13;9;22;1420
13;10;1006;639
13;11;18;394
13;12;38;1788
13;13;20;575
13;14;6;1053
13;15;28;638
13;16;14;617
13;17;33;1996
13;18;13;162
13;19;29;681
13;20;77;431
1;1;151;1541
1;2;21;40
1;3;10;11
1;4;66;2184
1;5;12;163
1;6;25;584
1;7;4;95
1;8;12;108
1;9;10;265
1;10;1026;231
1;11;4;74
1;12;16;482
1;13;3;50
1;14;1;143
1;15;8;44
1;16;0;23
1;17;0;95
1;18;1;11
1;19;4;33
1;20;14;41
2;1;169;2055
2;2;3;47
2;3;2;16
2;4;80;2002
2;5;21;258
2;6;19;615
2;7;4;74
2;8;23;80
2;9;11;223
2;10;1027;177
2;11;13;59
2;12;5;363
2;13;9;61
2;14;7;96
2;15;9;25
2;16;10;43
2;17;12;101
2;18;4;20
2;19;0;48
2;20;15;51
3;1;1340;2364
3;2;0;52
3;3;1;21
3;4;48;2092
3;5;18;496
3;6;19;548
3;7;0;68
3;8;16;89
3;9;0;231
3;10;3;79
3;11;6;51
3;12;3;401
3;13;10;43
3;14;0;99
3;15;15;34
3;16;1;25
3;17;12;114
3;18;5;17
3;19;5;52
3;20;16;36
4;1;730;2119
4;2;0;17
4;3;2;11
4;4;17;1160
4;5;25;238
4;6;19;453
4;7;0;41
4;8;10;68
4;9;0;46
4;10;0;12
4;11;0;13
4;12;2;240
4;13;4;33
4;14;5;56
4;15;0;71
4;16;0;39
4;17;0;145
4;18;5;7
4;19;1;26
4;20;5;13
5;1;1166;2030
5;2;3;26
5;3;0;27
5;4;7;1090
5;5;3;214
5;6;4;191
5;7;0;26
5;8;1;73
5;9;0;7
5;10;0;3
5;11;0;5
5;12;0;5
5;13;0;26
5;14;0;20
5;15;0;59
5;16;1;25
5;17;0;71
5;18;0;17
5;19;1;43
5;20;1;16
6;1;1015;3009
6;2;0;27
6;3;0;11
6;4;10;1292
6;5;4;328
6;6;3;262
6;7;0;5
6;8;1;76
6;9;0;32
6;10;0;11
6;11;0;3
6;12;0;3
6;13;0;49
6;14;1;20
6;15;0;82
6;16;0;55
6;17;1;99
6;18;1;20
6;19;0;35
6;20;10;28
7;1;929;2859
7;2;0;30
7;3;0;18
7;4;1;1379
7;5;0;141
7;6;1;266
7;7;0;14
7;8;7;108
7;9;0;8
7;10;0;14
7;11;0;5
7;12;0;2
7;13;0;46
7;14;0;63
7;15;0;58
7;16;2;51
7;17;0;119
7;18;0;6
7;19;0;50
7;20;0;50
8;1;804;3420
8;2;0;65
8;3;1;35
8;4;12;1429
8;5;5;202
8;6;7;491
8;7;0;20
8;8;16;198
8;9;1;8
8;10;0;13
8;11;0;6
8;12;0;0
8;13;0;20
8;14;0;66
8;15;0;58
8;16;2;132
8;17;0;146
8;18;0;2
8;19;2;124
8;20;7;41
9;1;1014;2401
9;2;2;29
9;3;0;39
9;4;17;1809
9;5;15;92
9;6;8;415
9;7;0;56
9;8;38;80
9;9;0;7
9;10;0;4
9;11;1;2
9;12;0;6
9;13;0;69
9;14;2;71
9;15;5;70
9;16;0;128
9;17;0;148
9;18;0;14
9;19;0;66
9;20;6;43
10;1;1098;1790
10;2;0;30
10;3;1;12
10;4;11;1740
10;5;24;170
10;6;7;320
10;7;2;55
10;8;6;80
10;9;3;274
10;10;4;32
10;11;0;76
10;12;0;165
10;13;7;70
10;14;0;74
10;15;8;116
10;16;9;159
10;17;3;218
10;18;0;12
10;19;6;61
10;20;0;29
11;1;205;2356
11;2;5;34
11;3;1;32
11;4;72;2661
11;5;12;178
11;6;39;685
11;7;2;103
11;8;26;85
11;9;376;343
11;10;277;163
11;11;5;208
11;12;19;623
11;13;1;63
11;14;0;96
11;15;6;150
11;16;1;85
11;17;21;186
11;18;2;3
11;19;7;56
11;20;35;26
12;1;201;1998
12;2;12;20
12;3;6;29
12;4;92;2283
12;5;15;278
12;6;41;467
12;7;11;73
12;8;41;82
12;9;608;449
12;10;301;183
12;11;20;106
12;12;27;462
12;13;5;43
12;14;2;95
12;15;8;90
12;16;20;94
12;17;0;190
12;18;0;14
12;19;0;17
12;20;11;73
13;1;12746;73667
13;2;103;743
13;3;53;463
13;4;3093;33104
13;5;619;4932
13;6;716;10913
13;7;42;754
13;8;373;1410
13;9;1049;1903
13;10;2663;975
13;11;57;864
13;12;77;2785
13;13;134;784
13;14;100;1277
13;15;199;1606
13;16;150;1445
13;17;266;3672
13;18;43;254
13;19;111;736
13;20;188;1187
1;1;203;1521
1;2;8;45
1;3;9;35
1;4;134;2374
1;5;21;207
1;6;73;692
1;7;6;94
1;8;23;103
1;9;409;410
1;10;413;213
1;11;10;162
1;12;27;570
1;13;10;53
1;14;6;143
1;15;14;203
1;16;2;42
1;17;14;131
1;18;6;19
1;19;2;26
1;20;28;11
2;1;336;1649
2;2;6;25
2;3;7;68
2;4;137;2267
2;5;54;282
2;6;71;648
2;7;4;93
2;8;40;81
2;9;579;326
2;10;428;150
2;11;5;102
2;12;29;474
2;13;11;77
2;14;8;102
2;15;22;127
2;16;22;43
2;17;38;140
2;18;8;26
2;19;12;23
2;20;7;38
3;1;358;1577
3;2;7;37
3;3;5;30
3;4;140;2477
3;5;67;288
3;6;67;528
3;7;7;110
3;8;48;63
3;9;512;237
3;10;437;164
3;11;3;76
3;12;11;499
3;13;11;59
3;14;16;88
3;15;20;77
3;16;43;55
3;17;22;129
3;18;2;5
3;19;6;24
3;20;3;94
4;1;905;2458
4;2;11;19
4;3;1;47
4;4;58;1871
4;5;53;253
4;6;36;359
4;7;11;50
4;8;42;61
4;9;2;73
4;10;8;36
4;11;6;32
4;12;3;121
4;13;7;83
4;14;8;67
4;15;12;117
4;16;33;76
4;17;3;190
4;18;28;7
4;19;11;18
4;20;4;23
5;1;662;1746
5;2;3;29
5;3;9;22
5;4;36;1496
5;5;21;141
5;6;28;357
5;7;0;34
5;8;14;114
5;9;1;4
5;10;0;2
5;11;0;0
5;12;0;15
5;13;11;49
5;14;0;108
5;15;12;67
5;16;23;44
5;17;5;144
5;18;8;15
5;19;4;54
5;20;11;18
6;1;1200;1845
6;2;4;28
6;3;0;28
6;4;54;1862
6;5;26;109
6;6;28;484
6;7;0;42
6;8;19;95
6;9;0;11
6;10;3;6
6;11;0;13
6;12;3;8
6;13;0;49
6;14;0;49
6;15;16;73
6;16;24;119
6;17;0;183
6;18;0;7
6;19;0;53
6;20;23;59
7;1;1495;4644
7;2;5;52
7;3;8;35
7;4;34;1872
7;5;26;134
7;6;8;906
7;7;5;53
7;8;45;138
7;9;0;19
7;10;4;25
7;11;0;19
7;12;0;0
7;13;4;51
7;14;0;69
7;15;5;90
7;16;9;273
7;17;6;269
7;18;2;12
7;19;11;69
7;20;11;44
8;1;1551;4289
8;2;4;31
8;3;1;29
8;4;88;2128
8;5;30;234
8;6;25;645
8;7;1;16
8;8;101;226
8;9;3;0
8;10;8;13
8;11;0;11
8;12;0;0
8;13;4;33
8;14;7;76
8;15;22;170
8;16;11;211
8;17;5;238
8;18;10;13
8;19;3;84
8;20;14;39
9;1;1557;2606
9;2;4;23
9;3;9;11
9;4;50;2155
9;5;29;115
9;6;25;488
9;7;0;36
9;8;40;169
9;9;0;9
9;10;0;16
9;11;0;9
9;12;4;31
9;13;5;72
9;14;8;119
9;15;23;175
9;16;7;115
9;17;0;223
9;18;3;7
9;19;4;92
9;20;3;54
10;1;1329;2325
10;2;0;28
10;3;10;26
10;4;76;1617
10;5;54;180
10;6;21;466
10;7;3;36
10;8;47;132
10;9;1;63
10;10;10;38
10;11;1;36
10;12;3;136
10;13;11;65
10;14;1;75
10;15;31;142
10;16;38;137
10;17;13;243
10;18;5;18
10;19;0;66
10;20;12;36
11;1;264;1505
11;2;5;30
11;3;9;42
11;4;83;2401
11;5;41;144
11;6;65;458
11;7;0;19
11;8;46;131
11;9;10;242
11;10;13;144
11;11;1378;144
11;12;11;469
11;13;7;63
11;14;6;117
11;15;37;161
11;16;45;89
11;17;9;146
11;18;4;17
11;19;4;23
11;20;0;78
12;1;456;1390
12;2;10;41
12;3;19;31
12;4;125;2277
12;5;38;135
12;6;55;485
12;7;8;53
12;8;34;121
12;9;9;318
12;10;16;114
12;11;1063;131
12;12;29;390
12;13;6;75
12;14;3;111
12;15;14;34
12;16;24;48
12;17;12;131
12;18;1;12
12;19;7;14
12;20;8;79
13;1;10316;27555
13;2;67;388
13;3;87;404
13;4;1015;24797
13;5;460;2222
13;6;502;6516
13;7;45;636
13;8;499;1434
13;9;1526;1712
13;10;1340;921
13;11;2466;735
13;12;120;2713
13;13;87;729
13;14;63;1124
13;15;228;1436
13;16;281;1252
13;17;127;2167
13;18;77;158
13;19;64;546
13;20;124;573
1;1;250;1279
1;2;25;51
1;3;10;29
1;4;149;2415
1;5;59;206
1;0;71;631
1;7;5;76
1;8;28;176
1;9;16;328
1;10;14;187
1;11;1298;140
1;12;28;446
1;13;9;46
1;14;2;150
1;15;2;51
1;16;21;63
1;17;15;106
1;0;0;9
1;19;4;31
1;20;3;60
2;1;309;1916
2;2;14;56
2;3;5;35
2;4;143;2131
2;5;63;214
2;0;55;712
2;7;9;128
2;8;53;198
2;9;4;478
2;10;13;305
2;11;1159;248
2;12;25;477
2;13;13;63
2;14;14;69
2;15;30;32
2;16;16;34
2;17;18;169
2;0;8;11
2;19;4;28
2;20;2;82
3;1;1239;2103
3;2;12;51
3;3;20;23
3;4;346;2148
3;5;55;252
3;0;109;655
3;7;4;104
3;8;59;168
3;9;6;260
3;10;5;128
3;11;11;148
3;12;18;303
3;13;11;70
3;14;10;62
3;15;29;33
3;16;25;39
3;17;56;173
3;0;14;12
3;19;8;28
3;20;14;62
4;1;1105;2926
4;2;14;27
4;3;10;39
4;4;86;1619
4;5;96;191
4;0;39;350
4;7;8;46
4;8;59;160
4;9;5;79
4;10;7;17
4;11;2;25
4;12;13;91
4;13;14;42
4;14;2;68
4;15;14;66
4;16;42;69
4;17;7;155
4;0;0;17
4;19;11;39
4;20;6;121
5;1;595;3653
5;2;7;42
5;3;0;48
5;4;47;1165
5;5;52;313
5;0;11;432
5;7;8;34
5;8;37;187
5;9;0;9
5;10;0;2
5;11;0;0
5;12;14;9
5;13;3;76
5;14;1;54
5;15;22;95
5;16;17;81
5;17;5;174
5;0;4;6
5;19;4;118
5;20;10;143
6;1;871;2957
6;2;6;39
6;3;3;37
6;4;30;1200
6;5;23;145
6;0;11;411
6;7;2;48
6;8;41;176
6;9;1;7
6;10;3;7
6;11;0;6
6;12;0;4
6;13;10;45
6;14;0;39
6;15;22;45
6;16;9;106
6;17;13;151
6;0;3;8
6;19;0;42
6;20;6;111
7;1;1247;5071
7;2;10;118
7;3;4;30
7;4;54;1304
7;5;36;130
7;0;15;445
7;7;3;28
7;8;48;216
7;9;4;10
7;10;0;15
7;11;3;11
7;12;7;6
7;13;1;21
7;14;0;57
7;15;14;87
7;16;12;166
7;17;5;187
7;0;0;6
7;19;8;56
7;20;5;114
8;1;1642;4864
8;2;5;139
8;3;4;21
8;4;66;1341
8;5;77;182
8;0;36;649
8;7;6;52
8;8;112;407
8;9;1;11
8;10;0;27
8;11;0;30
8;12;3;8
8;13;1;46
8;14;13;66
8;15;14;92
8;16;37;236
8;17;25;166
